user_id,career_level,discipline_id,industry_id,country,region,experience_n_entries_class,experience_years_experience,experience_years_in_current,edu_degree_average_rating
"1122946","3","0","2","de","7","3","5","5","0","0"
"112296",NULL,"0","0","de","1","1","0","0","1","1"
"1122981","0","0","0","de","0","3","5","3","0","1"
"1123082","3","20","1","de","9","1","6","5","0","1"
"1123103","0","0","9","de","1","3","4","2","1","1"
"1123144","0","0","3","de","9","1","0","0","0","1"
"1123222","3","20","1","non_dach","0","3","5","2","0","1"
"1123262","3","14","21","de","1","3","4","1","0","1"
"1123283","3","9","18","de","2","3","5","1","0","1.05263"
"1123355",NULL,"0","0","de","0","1","3","0","0","1.13187"
"1123400","3","0","1","de","10","2","4","1","0","1"
"1123495",NULL,"0","0","de","9","2","2","0","2","1"
"1123572","3","7","21","de","1","3","7","3","0","1"
"1123596",NULL,"0","0","de","6","3","6","0","0","0"
"1123623",NULL,"0","0","de","2","3","6","0","2","1"
"112368","3","0","5","non_dach","0","1","5","5","2","1"
"112371","3","14","21","de","6","3","6","4","0","1"
"1123718","5","0","15","de","6","1","0","0","0","1.5"
"1123821","3","0","0","de","0","3","7","1","0","1"
"1123824","0","0","14","de","6","3","7","1","0","1"
"1124070","0","0","0","de","0","2","4","1","0","0"
"1124077","3","0","2","de","7","1","7","3","0","1"
"1124095",NULL,"0","0","de","1","3","7","0","0","1.04519"
"1124122","4","19","12","non_dach","0","3","5","1","2","1"
"112421",NULL,"0","0","ch","0","3","4","0","0","1"
"1124295","3","3","1","ch","0","1","3","3","1","1"
"1124350","0","0","8","ch","0","3","7","3","0","0"
"1124571","4","0","0","de","0","3","6","6","0","1"
"1124641","0","0","9","ch","0","2","4","0","0","1"
"1124771","1","0","0","de","0","3","4","1","2","1"
"1124791","4","0","0","de","0","1","3","2","1","1"
"1124860","3","0","2","de","7","2","5","4","0","1"
"1124881","0","0","3","de","9","3","6","1","0","0"
"1125027","4","3","17","at","0","3","7","1","0","1"
"1125049",NULL,"0","0","de","9","3","4","1","2","1.14197"
"1125100","3","3","8","ch","0","1","4","4","0","1"
"1125231","4","0","0","de","0","2","6","2","0","0"
"1125325","4","0","0","non_dach","0","3","6","1","0","1"
"1125427",NULL,"0","0","de","1","2","4","0","1","1.05556"
"1125565","4","0","5","ch","0","3","6","5","0","1"
"1125601","6","0","0","de","0","2","5","4","0","1.01559"
"1125668","2","0","15","de","1","3","4","1","2","1"
"1125763",NULL,"0","0","de","6","2","3","3","1","1"
"112591","3","3","21","de","1","3","7","2","0","1"
"1125912",NULL,"0","0","de","10","2","4","1","0","1.07492"
"1125948","3","0","0","de","0","2","5","3","0","1"
"1126043","3","14","21","de","1","2","5","2","0","1.2"
"1126082","3","3","12","ch","0","3","5","1","1","1"
"112613",NULL,"0","0","de","15","3","4","2","1","1"
"1126199",NULL,"0","0","de","0","2","4","0","1","1.35714"
"1126230","2","0","0","de","0","3","3","2","0","1"
"1126377",NULL,"0","0","de","1","1","0","0","0","0"
"1126389",NULL,"0","0","ch","0","1","2","0","0","1"
"1126463",NULL,"0","0","de","1","3","3","2","2","1.06667"
"1126629","3","16","15","de","1","3","7","1","0","0"
"1126787","2","0","0","de","0","1","4","4","0","1"
"1126794","0","0","1","de","7","1","3","2","0","1"
"1126807","6","3","8","de","7","1","0","0","0","1"
"1126848","3","0","0","de","0","3","4","3","2","1"
"1127013","4","0","21","de","1","2","6","3","0","1"
"1127033","0","0","12","de","7","3","7","3","0","0"
"1127062","3","0","0","de","0","2","4","1","0","1"
"1127072","3","0","0","at","0","3","4","1","2","1"
"1127089",NULL,"0","0","de","10","1","0","0","2","1.1"
"1127108",NULL,"0","0","de","0","2","7","0","2","1"
"1127176",NULL,"0","0","de","9","3","6","0","0","1"
"1127278","3","0","0","de","0","2","4","2","0","1"
"1127290",NULL,"0","0","de","1","1","1","0","2","1"
"1127304","3","2","21","de","2","3","5","2","0","1"
"1127307","3","20","9","de","0","2","3","1","0","1.6111"
"1127401","3","0","0","de","0","3","4","4","2","1"
"1127439","3","0","0","ch","0","3","4","2","0","1.33335"
"1127569","0","0","15","de","2","3","5","2","3","1"
"1127580",NULL,"0","0","de","10","3","6","4","2","1.03922"
"112770",NULL,"0","0","de","4","1","0","0","0","1"
"112774","0","0","0","de","0","3","0","0","0","1"
"1127748","0","0","12","de","0","1","0","0","0","1"
"1127749",NULL,"0","0","ch","0","3","4","0","1","1"
"1127852","3","6","2","de","9","3","5","2","2","1.05306"
"1127864","6","0","18","de","0","3","0","0","0","1.10714"
"1127980","4","0","1","de","9","3","7","3","0","1"
"1128112",NULL,"0","0","de","3","1","1","1","1","0"
"1128183","4","0","15","de","0","3","5","3","0","0"
"1128265",NULL,"0","0","de","2","1","4","0","1","1"
"1128331","4","0","0","de","0","3","5","1","2","1"
"112842","0","9","18","de","2","3","5","2","2","1"
"112850","5","6","21","de","3","3","5","2","0","1.375"
"1128506","2","2","14","de","6","3","4","2","0","1"
"1128513","0","0","14","de","1","3","4","3","3","0"
"1128660","2","0","0","de","0","2","5","3","2","0"
"1128729","3","2","21","de","0","3","7","4","2","1"
"1128765","3","0","0","at","0","1","5","4","2","1"
"1128852","0","0","9","de","9","2","4","3","3","1"
"1128997","3","23","2","de","2","3","5","2","0","1"
"1129023",NULL,"0","0","de","9","1","0","0","0","1"
"1129068","3","0","0","de","0","3","7","2","0","0"
"1129088","0","3","21","de","2","2","4","2","0","1"
"1129109","0","15","9","de","9","1","0","0","0","1"
"1129155","0","0","8","de","10","1","0","0","0","1"
"1129172","6","0","0","de","0","3","6","3","2","1"
"112932","0","0","0","de","0","3","5","0","2","0"
"1129342","5","3","1","de","9","3","7","4","0","0"
"1129473","0","14","21","de","6","3","4","3","2","0"
"1129477","0","0","1","de","9","3","7","3","0","1"
"1129521","4","11","1","de","10","3","7","4","0","1"
"112957","4","7","1","de","1","1","4","2","0","0"
"1129600","3","0","0","at","0","3","5","2","3","1.26191"
"112961",NULL,"0","0","at","0","1","0","0","0","1"
"1129616","3","0","9","de","1","1","0","0","0","1"
"1129699","0","0","15","de","2","3","4","1","0","1"
"1129717","2","0","0","de","0","2","4","2","1","1.40283"
"1129756","3","18","10","de","6","2","5","3","3","1"
"1129831","0","0","15","de","6","2","4","1","0","1.07071"
"1129848","4","0","1","de","9","3","7","4","2","1.04412"
"1129862","2","0","0","de","0","3","5","1","1","1.2381"
"1129955","4","0","11","de","1","2","6","4","0","1"
"1129983","3","3","5","de","2","3","6","2","0","1"
"1130296","6","0","0","de","0","1","5","5","0","1"
"1130349","0","0","9","de","10","3","6","2","0","1.02564"
"113040","2","0","0","de","0","1","4","4","0","1"
"1130418",NULL,"0","0","de","1","1","4","4","2","1.07692"
"1130431","3","9","18","de","2","3","4","4","2","1"
"1130479",NULL,"0","0","de","10","3","4","1","1","1.05769"
"1130487","4","0","0","de","0","3","0","0","2","1"
"1130504","0","16","15","ch","0","3","7","1","0","1"
"1130589","2","0","0","de","0","1","5","3","1","1.33333"
"1130631","3","19","15","de","9","3","7","2","0","1"
"1130640","4","0","0","ch","0","2","4","4","0","1"
"1130738","4","0","0","de","0","1","4","3","0","0"
"1130772","0","0","1","de","9","3","5","1","2","1"
"1130789","0","0","5","de","0","1","0","0","0","1.02083"
"1130814","3","0","21","de","7","3","6","4","0","1"
"1130906","0","0","14","de","7","1","0","0","0","1"
"1131023","3","18","19","de","0","2","4","3","0","1"
"1131120","3","0","21","de","9","2","4","3","0","0"
"1131209",NULL,"0","0","de","9","1","0","0","0","1"
"1131222","0","0","0","de","0","2","7","5","1","1"
"1131320","4","0","0","at","0","3","4","3","2","0"
"1131423","3","0","14","non_dach","0","3","6","3","3","0"
"1131472","4","0","0","de","0","2","4","2","0","1.14247"
"1131537","0","0","16","de","0","1","0","0","0","1"
"1131558","2","0","0","de","0","3","5","2","1","1.56481"
"1131572","0","0","0","de","0","3","4","2","1","1.00182"
"1131652",NULL,"0","0","at","0","3","4","1","1","1.18897"
"1131674","3","20","1","de","3","1","5","5","0","1"
"1131744","3","14","15","de","6","3","7","3","0","1"
"1131807","0","0","0","de","0","1","5","4","0","1"
"1131832","3","0","0","de","0","1","4","1","1","1"
"1132198","3","7","23","de","1","3","5","2","1","1"
"1132263","0","0","12","de","7","1","3","0","0","1.04348"
"1132382","3","11","8","de","9","3","7","2","0","1"
"1132426","3","6","15","de","1","1","5","4","0","1"
"1132448","2","0","0","de","0","1","2","2","2","1.15094"
"1132481","4","0","0","de","0","3","7","3","0","1"
"1132491","4","0","0","de","0","3","5","2","2","1.04545"
"1132521","3","0","0","non_dach","0","3","4","3","2","1"
"1132528","0","0","18","de","2","1","3","2","1","1"
"113256","4","0","0","de","0","2","6","4","0","1"
"1132604","3","0","0","de","0","2","5","5","2","1"
"1132609","0","0","0","de","0","2","4","3","2","1"
"1132614","0","0","0","de","0","2","4","3","2","1"
"1132626","0","0","3","de","0","1","6","6","0","1"
"1132705","0","0","0","de","0","3","7","2","2","1"
"1132726",NULL,"0","0","de","0","3","6","0","0","0"
"1132747","0","0","13","at","0","3","7","7","0","1"
"1132830","3","20","9","de","9","3","5","2","2","1"
"1132855","3","10","9","de","3","2","4","2","0","1"
"1132888",NULL,"0","0","de","2","1","0","0","0","1"
"1132937",NULL,"0","0","de","3","3","7","1","2","2"
"1132950",NULL,"0","0","de","1","2","3","1","1","1"
"1132988","4","0","0","de","0","3","6","6","0","1"
"1133008","2","0","0","de","0","1","4","3","0","1"
"113303","3","23","15","de","1","3","6","2","0","1.11538"
"1133216","5","19","12","at","0","3","7","3","0","1"
"1133233","4","0","0","de","0","3","6","2","2","1"
"1133260",NULL,"0","0","de","7","2","3","0","2","1.16667"
"1133264","0","0","1","de","0","1","0","0","2","1"
"1133345","0","0","0","de","0","3","6","2","2","1"
"1133347","4","1","21","de","9","3","6","1","0","1"
"1133484","3","0","0","de","0","2","3","1","1","0"
"1133492","0","0","18","de","7","1","0","0","0","1"
"1133512","0","0","2","at","0","1","6","6","0","1"
"1133539","4","0","0","non_dach","0","2","4","0","0","1"
"1133676",NULL,"0","0","de","2","1","0","0","0","0"
"1133820","3","0","0","de","0","3","4","1","1","1"
"1133932","0","23","21","de","6","3","4","2","0","1"
"1133955","0","0","21","de","1","2","7","4","0","1"
"1133981",NULL,"0","0","non_dach","0",NULL,NULL,NULL,"0","1.03623"
"1134028","6","3","15","de","10","1","5","5","0","1"
"1134047","6","0","0","de","0","3","4","4","1","1"
"113405","3","0","0","de","0","1","5","3","1","1"
"1134267",NULL,"0","0","de","7","1","0","0","2","0"
"1134338","0","0","0","de","0","1","0","0","3","1"
"1134358",NULL,"0","0","non_dach","0","1","0","0","0","1"
"1134492",NULL,"0","0","de","7","1","5","0","0","1"
"1134577","4","0","8","de","3","2","5","2","0","1"
"1134609","4","0","0","de","0","3","7","2","0","1.33333"
"1134948","3","0","13","de","2","2","4","4","0","1"
"1135014","3","7","9","de","2","3","6","2","0","1.01667"
"113510",NULL,"0","0","de","3","2","4","2","0","1"
"1135120","0","0","1","de","7","1","4","0","0","1.05517"
"1135256","0","2","14","de","7","3","4","1","1","0"
"1135379","0","0","6","de","1","3","4","0","1","1.26111"
"1135387","6","0","0","de","0","3","7","1","3","1.48106"
"1135463","6","0","0","de","0","3","7","4","2","0"
"1135634","0","7","13","at","0","3","4","1","2","1.0641"
"1135646",NULL,"0","0","de","1","2","6","0","0","1.26666"
"1135655","3","0","0","de","0","3","5","3","0","1.03125"
"1135673","0","0","10","de","10","3","5","4","0","0"
"1135687",NULL,"0","0","de","7","3","7","0","0","0"
"1135690","3","0","0","de","0","3","4","2","1","1.00645"
"1135779","3","0","0","de","0","2","4","1","2","1"
"1135839","0","0","4","de","15","1","4","4","0","1"
"1135873","0","0","20","de","9","1","7","6","2","1"
"1135879","4","0","14","at","0","1","0","0","0","1.07408"
"1135911",NULL,"0","0","de","1","1","0","0","2","1"
"1135967",NULL,"0","0","de","7","3","4","0","0","1"
"1135998","3","6","15","de","6","3","6","3","0","1"
"1136015",NULL,"0","0","de","1","3","4","0","1","1"
"1136065","0","0","0","de","0","3","4","1","2","1"
"1136108",NULL,"0","0","de","15","1","0","0","0","1"
"1136291","4","0","0","de","0","3","5","3","0","1.05263"
"1136439",NULL,"0","0","de","3","3","6","0","0","1"
"1136532","3","0","0","de","0","3","4","2","2","1"
"1136619",NULL,"0","0","de","2","3","4","0","0","1.77777"
"113664","0","0","2","at","0","1","2","2","0","1.11765"
"1136723","3","0","0","de","0","3","5","1","2","1.05556"
"1136730","0","0","0","de","0","3","2","1","1","1"
"1136807","2","18","1","de","9","3","4","2","2","1"
"1136850","3","0","0","de","0","1","4","3","1","1"
"1136991","3","3","19","de","9","3","4","1","0","1"
"1137005","3","0","0","de","0","2","4","3","1","1"
"1137394","0","3","8","de","9","1","0","0","0","1"
"1137429","0","0","7","de","7","3","6","4","2","1"
"113744","3","0","0","de","0","3","7","4","0","1"
"11375","0","0","0","de","0","1","4","4","0","1"
"1137563","3","0","0","de","0","3","5","4","2","1"
"1137660","3","3","15","de","10","2","4","1","1","1"
"1137681",NULL,"0","0","de","0","2","4","0","1","1"
"1137684","3","0","0","de","0","1","6","6","0","1"
"1137687","3","2","21","de","0","2","4","2","3","1.33333"
"1137734","0","0","0","de","0","3","5","5","0","1"
"113784","1","0","0","de","0","3","4","2","1","1"
"1137850",NULL,"0","0","de","2","2","0","0","0","1.1"
"1137998",NULL,"0","0","ch","0","1","0","0","0","1.09091"
"11380","4","3","8","de","2","3","7","2","0","1"
"1138132",NULL,"0","0","de","0","1","5","0","0","1"
"1138149",NULL,"0","0","de","2","2","4","2","2","1"
"1138179",NULL,"0","0","de","1","3","7","0","1","1"
"113819","3","0","0","de","0","2","4","1","1","1"
"1138278",NULL,"0","0","de","1","3","3","1","1","1"
"1138301","4","0","0","de","0","1","4","4","2","1"
"1138355","5","19","21","de","3","3","4","1","2","1.25"
"1138404","6","0","0","de","0","3","7","2","2","1"
"1138432","0","0","2","de","9","3","7","3","0","1"
"1138524",NULL,"0","0","de","7","3","6","2","2","1"
"1138527","3","0","18","de","9","3","7","3","0","1"
"1138611",NULL,"0","0","de","15","2","4","0","0","1.26667"
"113866","0","0","15","de","0","1","0","0","0","1"
"1138699","4","0","4","de","6","2","5","4","0","1"
"1138828","0","0","0","de","0","3","7","6","0","1.17857"
"1138844","3","0","0","de","0","3","7","1","2","1"
"1138864",NULL,"0","0","de","2","1","2","0","1","1"
"1138882","0","0","2","de","3","2","6","2","0","1"
"1138926","5","0","0","de","0","3","6","4","2","1"
"1138951","0","0","0","de","0","3","4","2","0","1.21667"
"113896","0","0","1","de","5","3","6","3","0","1"
"1139070","0","0","18","de","3","1","0","0","0","1"
"1139163","4","0","0","de","0","2","3","1","1","1.10198"
"1139237","0","0","8","de","0","2","4","3","0","1"
"113942","3","0","0","de","0","2","4","2","2","1.14773"
"1139441","4","3","17","de","10","3","7","2","0","1.03846"
"1139505","0","0","13","de","6","1","6","6","0","1"
"1139620","3","7","9","de","3","3","4","2","2","1"
"1139635","3","0","0","de","0","2","2","1","0","1.33334"
"1139677","0","0","21","de","7","1","0","0","0","0"
"113975","3","1","15","de","1","3","7","1","0","1.14286"
"1140007",NULL,"0","0","de","7","1","0","0","0","1"
"1140019","3","0","15","de","2","2","4","3","0","1"
"1140034",NULL,"0","0","de","6","2","3","3","0","1"
"1140043","3","0","0","de","0","1","2","1","0","1"
"1140080","0","0","6","de","10","3","6","6","0","1"
"114011","0","0","0","de","0","3","4","3","1","1"
"1140128","0","0","0","de","0","3","4","1","1","1"
"1140156",NULL,"0","0","de","9","2","4","2","0","1"
"1140234","0","0","0","de","0","2","5","0","2","1"
"1140261","0","0","0","de","0","2","7","1","0","1.10084"
"1140492",NULL,"0","0","de","1","1","3","3","0","1"
"1140538","0","0","15","de","2","2","4","2","0","1.02778"
"1140611",NULL,"0","0","de","1","2","4","1","1","0"
"1140639","0","0","14","ch","0","2","4","2","0","1"
"1140690","6","0","0","de","0","3","3","3","0","0"
"1140907","0","0","23","de","1","2","4","2","1","1"
"1140952","0","0","15","ch","0","3","7","3","0","1"
"1140985","2","0","1","de","12","3","4","2","2","1"
"1141062","3","11","1","at","0","3","5","2","0","1"
"1141264","6","2","21","de","9","2","6","4","0","1"
"1141271",NULL,"0","0","de","2","3","3","1","0","1.25"
"1141406","3","0","0","de","0","2","5","2","0","1.16667"
"1141435","0","0","1","de","7","2","4","2","2","1"
"1141512","0","0","0","de","0","3","5","4","0","1"
"1141632","3","0","0","de","0","3","4","0","1","1"
"1141704","3","14","21","de","7","1","3","3","0","1"
"114183","0","0","10","at","0","1","3","3","0","1"
"1141848",NULL,"0","0","de","9","3","6","0","1","1"
"1141852","0","3","15","de","10","2","4","1","1","1.08429"
"1141879","3","0","0","de","0","3","5","5","0","1"
"1141896","0","3","15","de","1","3","7","4","0","1"
"1141901",NULL,"0","0","de","10","2","2","1","1","0"
"1141991",NULL,"0","0","de","0","2","7","0","0","1.07143"
"1142010","3","0","0","de","0","3","5","3","1","1.04"
"1142044",NULL,"0","0","de","3","3","4","3","1","1.03846"
"1142085","0","0","0","de","0","1","4","1","1","1"
"1142101","4","0","20","de","2","3","5","4","2","1"
"1142155","0","0","10","de","7","1","0","0","0","1"
"1142176","3","0","19","de","0","1","0","0","0","1"
"1142217","3","10","2","non_dach","0","3","6","4","0","1.0625"
"1142294","3","3","8","de","1","2","7","4","0","1"
"11423","3","23","14","de","1","3","6","1","0","0"
"1142522","6","0","0","de","0","2","7","3","0","1"
"1142758",NULL,"0","0","de","2","1","0","0","0","1"
"114282","0","0","5","de","10","3","6","4","0","1"
"1142917",NULL,"0","0","non_dach","0","3","2","0","0","1.06818"
"1143087",NULL,"0","0","de","10","3","7","4","0","1"
"1143142","4","0","0","de","0","2","5","3","2","1"
"1143156","3","0","0","de","0","3","7","3","0","1.04"
"1143176","3","0","0","de","0","2","6","4","0","1.125"
"1143399","3","2","21","non_dach","0","2","3","2","0","1"
"1143514","0","0","21","de","2","1","2","2","0","1"
"11436",NULL,"0","0","de","5","3","4","0","2","1"
"1143628",NULL,"0","0","at","0","1","0","0","0","1"
"1143647","0","0","22","de","6","3","6","3","3","0"
"1143849","4","14","21","de","2","3","6","1","2","1"
"1143866","3","0","0","de","0","1","1","1","0","1"
"114387","0","0","18","de","4","3","6","2","0","0"
"1144034",NULL,"0","0","non_dach","0","3","4","2","1","1"
"1144041","2","0","0","de","0","2","4","2","0","1.03788"
"1144073",NULL,"0","0","de","10","1","2","0","2","1"
"1144183","3","6","2","de","7","3","4","1","0","1.10145"
"1144188","0","0","16","non_dach","0","1","4","4","0","1.96732"
"1144207","3","20","9","de","1","3","5","3","0","1"
"1144224","0","0","0","de","0","1","5","1","0","1"
"1144262","0","0","15","de","6","1","0","0","0","1"
"1144282",NULL,"0","0","de","1","2","0","0","1","1"
"1144302",NULL,"0","0","de","9","3","4","1","0","1.22727"
"114453","0","0","15","de","1","3","5","2","2","1"
"1144550","0","0","1","de","0","1","0","0","0","1"
"1144612","3","0","0","non_dach","0","2","7","2","2","1"
"1144684","0","0","1","non_dach","0","1","0","0","0","1"
"1144770","3","2","21","de","3","3","5","1","2","1.13334"
"1144774","0","17","13","de","1","3","4","1","0","1"
"114478","5","0","0","de","0","3","6","6","2","1.30233"
"1144792","3","5","2","de","1","2","4","2","0","1"
"1144809","4","0","0","de","0","2","6","3","1","1"
"1144877","3","0","12","de","6","3","7","4","0","0"
"1144902","3","0","16","de","3","2","7","7","0","0"
"1144903","2","0","0","de","0","2","3","2","2","1.14333"
"114492","0","0","8","de","0","1","1","1","0","1"
"1144943","0","0","0","de","0","3","3","0","2","1"
"1145057","4","0","18","de","2","3","6","2","2","1"
"114513","3","13","8","de","10","2","5","3","0","1.09747"
"1145192","4","0","0","de","0","3","3","1","1","1"
"114522","3","0","0","de","0","2","6","2","0","0"
"1145220","0","0","0","de","0","2","0","0","0","1"
"1145227",NULL,"0","0","de","1","1","3","3","2","1.16595"
"1145241","3","0","0","de","0","3","4","0","1","1"
"1145262","0","0","15","de","9","3","7","7","2","1"
"1145399","0","0","0","de","0","3","5","2","2","1.02273"
"1145423","3","14","21","de","7","1","3","3","0","0"
"1145578","3","0","2","de","1","1","5","5","1","1.175"
"114570","1","0","0","de","0","2","4","4","1","1"
"1145790","0","0","0","de","0","1","2","2","1","1"
"1145823","0","0","0","de","0","3","6","2","2","1"
"1145871","5","0","15","de","7","1","0","0","0","1"
"1145872","0","0","14","de","3","1","1","1","0","1"
"1145993","4","0","0","de","0","3","7","1","2","1"
"1146002","2","0","0","de","0","2","4","2","0","1"
"1146015","4","0","0","de","0","3","5","4","2","1"
"1146086","3","5","15","de","6","3","4","1","1","1"
"1146169","0","6","2","de","9","3","5","2","2","1.11538"
"1146188","2","3","1","de","2","2","4","2","2","1"
"1146207","3","1","21","de","9","3","5","1","0","1"
"1146209",NULL,"0","0","de","2","2","4","4","0","1"
"1146338","0","0","15","de","1","2","7","0","3","1"
"1146408","0","0","0","de","0","3","5","5","0","1"
"1146448","3","2","14","de","2","2","0","0","2","1"
"1146654","3","5","1","de","6","3","6","2","0","1.10417"
"1146907","3","0","0","de","0","3","6","1","0","1"
"1146938",NULL,"0","0","de","9","3","2","1","0","0"
"1147036",NULL,"0","0","de","6","3","5","0","2","1.04167"
"1147066","0","0","1","de","9","3","7","1","0","0"
"1147096",NULL,"0","0","non_dach","0","3","3","1","0","1.14103"
"1147109","4","7","19","ch","0","3","6","2","3","1.01429"
"114718","3","0","0","de","0","1","6","6","0","1"
"1147339","5","0","0","de","0","2","3","1","2","1"
"1147362","0","0","10","de","4","1","0","0","0","1"
"1147426","0","5","15","de","0","1","3","3","0","1"
"1147463","3","3","1","de","7","3","4","2","0","1"
"1147634","3","0","0","de","0","1","3","1","0","1"
"114764",NULL,"0","0","non_dach","0","2","3","0","1","1"
"1147749","0","0","15","de","2","1","6","6","0","0"
"1147943","3","7","15","de","3","3","5","3","1","1.05222"
"1148039",NULL,"0","0","de","9","1","0","0","0","1"
"1148050","0","10","15","de","9","1","0","0","0","1"
"1148060","0","0","15","de","7","2","5","5","0","1.07097"
"1148122","0","0","17","de","10","1","0","0","0","1"
"1148140","4","7","5","de","3","3","7","4","0","1"
"1148244","0","0","22","de","2","1","0","0","0","1.07692"
"1148430","3","0","21","de","9","1","6","6","0","0"
"1148673","0","0","0","de","0","2","6","5","2","1"
"1148841","0","0","8","de","6","1","0","0","0","1"
"1148856","3","0","4","de","7","3","6","2","2","1"
"1148873",NULL,"0","0","de","5","3","4","2","2","1"
"1148886","0","0","13","de","6","1","7","2","0","1"
"1148996","3","0","14","de","1","2","6","4","0","1.14286"
"1149043","0","0","6","ch","0","2","3","1","0","1.72807"
"1149085","0","0","1","de","9","2","6","6","0","1"
"1149181","0","0","7","de","9","3","6","5","0","1"
"1149231","0","0","21","non_dach","0","1","0","0","0","1"
"1149327","3","0","0","de","0","3","5","1","0","1"
"1149446","1","0","0","de","0","3","3","1","2","1"
"1149571",NULL,"0","0","de","9","1","2","0","0","1"
"1149657","3","0","1","de","9","2","5","1","1","1.14286"
"1149765",NULL,"0","0","de","5","1","0","0","0","0"
"1150185",NULL,"0","0","de","3","3","4","0","2","1"
"1150333",NULL,"0","0","de","12","1","2","0","0","1"
"1150334",NULL,"0","0","de","1","2","2","0","0","1"
"1150347",NULL,"0","0","de","9","2","3","0","2","1"
"1150473","4","0","0","de","0","3","7","2","2","1"
"1150482",NULL,"0","0","non_dach","0","1","3","3","3","1.20513"
"1150563","3","0","0","de","0","2","3","2","1","1.18333"
"1150676","4","0","0","de","0","3","7","4","0","1.16666"
"1150772","3","0","15","de","1","1","0","0","0","1"
"1150788","3","0","15","de","9","2","4","2","2","1"
"1150815",NULL,"0","0","de","7","1","4","0","0","1.24"
"1150853","0","0","16","at","0","2","5","4","0","1.375"
"1150879","0","0","8","de","2","1","3","2","0","1"
"1150984","0","0","21","de","9","2","0","0","0","1"
"1151066","3","0","16","de","6","2","5","4","0","1"
"1151163",NULL,"0","0","de","0","3","6","2","0","1"
"1151220","4","5","1","de","9","3","7","2","0","1"
"1151327","0","0","0","de","0","3","4","2","1","0"
"1151342",NULL,"0","0","de","7","3","4","0","2","1"
"1151444",NULL,"0","0","de","3","2","3","0","1","1.1"
"1151647","0","7","15","de","2","3","4","2","2","1"
"1151728","4","0","5","de","1","3","6","3","0","1.11111"
"1151789","5","0","0","de","0","2","7","4","0","1"
"1151929","3","11","1","de","1","2","5","3","0","1"
"1151959","3","0","0","de","0","2","4","3","0","0"
"1152249","3","0","0","de","0","1","0","0","1","1"
"1152264","4","18","10","at","0","3","7","4","0","0"
"1152269","0","0","2","de","0","1","1","1","0","1.0125"
"1152388","6","0","0","de","0","3","5","2","0","1"
"1152411","3","0","0","at","0","2","5","3","0","1"
"1152419","4","0","0","de","0","3","0","0","0","1"
"1152433",NULL,"0","0","at","0","1","0","0","0","1"
"1152495","0","0","15","de","0","1","0","0","0","1"
"1152507","4","0","0","de","0","2","7","4","0","1"
"1152519","4","19","8","de","6","3","6","3","0","0"
"1152561","3","0","11","de","10","2","5","4","2","1"
"1152719",NULL,"0","0","de","9","2","5","0","1","1"
"1152770","0","0","0","de","0","2","4","2","3","1"
"1152874","3","0","9","at","0","2","4","3","2","0"
"1152897","2","0","0","de","0","1","3","2","1","1"
"1152936",NULL,"0","0","at","0","3","3","3","2","1"
"1153015",NULL,"0","0","de","7","2","2","1","1","1"
"1153054","3","3","19","de","9","3","6","2","0","1.30953"
"1153076","3","0","0","de","0","1","4","3","0","1"
"1153122","3","23","8","de","0","2","7","2","0","1.08333"
"1153207","0","0","20","de","4","1","0","0","2","1"
"1153300","3","0","0","ch","0","3","6","5","0","1.07105"
"115337","0","0","0","de","0","3","6","4","2","1"
"1153408","4","3","9","de","9","3","7","3","0","1.09213"
"115344","0","0","0","de","0","3","7","1","0","1.15579"
"1153450","3","3","15","de","6","2","4","2","0","1"
"1153619","0","0","0","de","0","1","4","4","3","1"
"1153645",NULL,"0","0","de","2","3","5","0","0","1"
"1153738","0","0","15","de","9","1","4","1","0","1.06256"
"1153782",NULL,"0","0","de","9","3","4","1","0","1.38096"
"1153838","3","14","21","de","3","3","6","4","0","1"
"1153883","0","0","9","de","7","2","7","2","0","1"
"1153887",NULL,"0","0","de","2","3","4","0","2","1.45582"
"115389","0","0","8","de","6","2","5","3","2","0"
"1153896","0","0","15","de","2","3","5","2","0","1.02469"
"1153924","3","14","15","de","2","3","7","1","0","1"
"1153944","0","17","18","de","2","3","5","3","0","1"
"1154050","0","0","6","de","10","2","5","0","0","0"
"1154051","3","0","0","de","0","2","4","3","1","1"
"1154092",NULL,"0","0","de","9","3","4","0","0","1"
"1154203","3","9","21","de","3","3","5","2","0","1"
"1154210","0","0","13","ch","0","3","5","2","2","1"
"1154337","0","3","15","at","0","1","0","0","0","1"
"1154388","0","0","0","de","0","3","6","5","2","1"
"1154456","4","0","0","de","0","2","6","1","0","1.01666"
"1154489","0","0","12","at","0","1","0","0","0","1"
"1154623","4","7","14","de","0","3","7","1","2","1.33334"
"1154681","3","0","8","de","10","3","5","3","0","1"
"1154715","0","16","15","de","9","3","7","5","0","1.125"
"1154827","3","9","18","de","7","3","7","2","0","1.25"
"1154846",NULL,"0","0","de","2","2","0","0","0","1.16092"
"1154859","0","0","0","de","0","3","7","1","0","1"
"1154969",NULL,"0","0","de","1","1","3","0","0","1.14259"
"1155052","0","0","21","de","7","3","4","2","0","1"
"1155088","0","0","0","de","0","3","5","2","0","1"
"1155091","4","0","0","de","0","1","6","3","0","1.16667"
"1155273","3","0","0","de","0","3","6","2","2","1.11905"
"1155333","3","18","10","de","0","2","4","4","0","0"
"1155480","3","23","15","de","9","2","5","4","0","1.23333"
